Gender,Age,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Population,Referred a Friend,Number of Referrals,Tenure in Months,Internet Service,Phone Service,Avg Monthly GB Download,Unlimited Data,Contract,Monthly Charge,Monthly Extra Data Charge,Monthly Long Distance Charge,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Add-on Services,Streaming TV,Streaming Movies,Streaming Music,Streaming Services,Satisfaction Score,Customer Status,Churn,Churn Reason
0,30,0,0,1,3,Desert Center,92239,964,0,0,20,0,1,0,0,Month-to-Month,18.725,0.0,22.78,0,0,0,0,0,0,0,0,0,2,Churned,1,Attitude of support person
1,36,0,1,0,0,Palm Springs,92262,24924,1,1,11,1,1,10,1,Month-to-Month,104.1227,0.0,7.89,0,1,0,0,1,1,1,1,3,1,Churned,1,Competitor offered more data
1,60,0,0,0,0,Rancho Mirage,92270,12465,0,0,2,0,1,0,0,Month-to-Month,19.35,0.0,24.71,0,0,0,0,0,0,0,0,0,2,Churned,1,Attitude of support person
1,23,0,0,0,0,Thousand Palms,92276,6242,0,0,1,1,1,27,1,Month-to-Month,70.8,0.0,30.6,0,0,0,0,0,0,0,1,1,3,Churned,1,Competitor made better offer
0,37,0,0,0,0,Escondido,92027,48690,0,0,16,1,1,18,1,Month-to-Month,90.5375,0.0,11.96,0,0,0,1,1,0,1,1,2,3,Churned,1,Competitor made better offer
1,48,0,0,0,0,Twentynine Palms,92278,14104,0,0,3,1,1,13,1,Month-to-Month,97.3,0.0,9.95,0,0,0,0,0,1,1,1,3,1,Churned,1,Price too high
1,47,0,1,0,0,White Water,92282,805,1,1,57,1,1,25,1,Month-to-Month,103.8833,0.0,40.13,0,1,1,0,2,1,1,1,3,1,Churned,1,Product dissatisfaction
1,54,0,0,0,0,Fallbrook,92028,42239,0,0,5,1,1,2,0,Month-to-Month,49.99,4.0,37.1,0,0,0,0,0,0,0,0,0,2,Churned,1,Competitor made better offer
0,40,0,0,1,1,Big Bear City,92314,9899,0,0,4,1,1,27,1,Month-to-Month,54.9125,0.0,26.04,1,0,0,0,1,0,0,0,0,1,Churned,1,Lack of self-service on Website
0,22,0,0,0,0,Bloomington,92316,25995,0,0,7,1,1,69,1,Month-to-Month,95.5714,0.0,12.05,0,1,0,0,1,1,1,1,3,3,Churned,1,Network reliability
1,64,0,1,0,0,Calimesa,92320,7334,1,1,1,1,1,13,1,Month-to-Month,68.95,0.0,21.65,0,0,0,0,0,0,0,0,0,2,Churned,1,Limited range of services
0,62,0,0,0,0,Fontana,92336,54586,0,0,4,1,1,29,1,Month-to-Month,79.725,0.0,42.44,0,0,0,0,0,0,0,0,0,1,Churned,1,Long distance charges
0,44,0,0,0,0,Fontana,92337,29847,0,0,1,1,0,2,1,Month-to-Month,24.45,0.0,0.0,0,0,0,0,0,0,0,0,0,3,Churned,1,Extra data charges
0,35,0,0,0,0,Green Valley Lake,92341,317,0,0,7,1,1,17,0,Month-to-Month,90.2643,8.5714,36.84,0,0,1,0,1,1,0,0,1,1,Churned,1,Price too high
0,60,0,1,0,0,Hinkley,92347,1933,1,3,4,1,1,13,1,Month-to-Month,76.85,0.0,32.43,0,0,0,0,0,1,0,0,1,1,Churned,1,Product dissatisfaction
0,24,0,0,0,0,Temecula,92592,46171,0,0,1,1,1,52,1,Month-to-Month,79.05,0.0,31.34,0,0,0,0,0,1,0,1,2,1,Churned,1,Competitor made better offer
0,42,0,1,0,0,Oro Grande,92368,909,1,1,1,1,1,5,1,Month-to-Month,95.0,0.0,12.04,1,0,0,0,1,1,1,1,3,1,Churned,1,Network reliability
1,29,0,0,0,0,Phelan,92371,12463,0,0,1,1,0,73,1,Month-to-Month,25.2,0.0,0.0,0,0,0,0,0,0,0,1,1,2,Churned,1,Don't know
0,34,0,1,0,0,San Bernardino,92401,1779,1,1,54,1,1,9,1,Two Year,113.1519,0.0,42.09,1,1,1,1,4,1,1,1,3,2,Churned,1,Competitor had better devices
0,56,0,0,0,0,San Bernardino,92405,24644,0,0,2,0,1,0,0,One Year,14.15,0.0,15.79,0,0,0,0,0,0,0,0,0,3,Churned,1,Long distance charges
1,33,0,0,0,0,Riverside,92503,71678,0,0,15,1,1,26,1,Month-to-Month,45.3033,0.0,9.71,0,0,0,0,0,0,0,0,0,1,Churned,1,Competitor had better devices
1,29,0,0,0,0,Riverside,92506,42425,0,0,31,1,1,52,0,Month-to-Month,64.3323,3.871,31.14,1,0,1,1,3,0,0,0,0,1,Churned,1,Competitor offered higher download speeds
0,46,0,1,0,0,March Air Reserve Base,92518,1005,1,9,61,1,1,11,1,Two Year,92.4311,0.0,26.94,0,1,0,1,2,1,0,0,1,3,Churned,1,Competitor offered more data
0,51,0,1,0,0,Anza,92539,3745,1,2,24,1,1,15,1,Month-to-Month,105.9354,0.0,3.0,0,1,1,0,2,1,1,1,3,3,Churned,1,Competitor made better offer
1,44,0,0,0,0,Moreno Valley,92555,12743,0,0,3,1,1,27,1,Month-to-Month,70.1,0.0,35.54,0,0,0,0,0,0,0,0,0,3,Churned,1,Competitor made better offer
0,57,0,1,0,0,Temecula,92591,25655,1,1,4,1,1,10,1,Month-to-Month,105.05,0.0,28.22,0,1,0,0,1,1,1,1,3,2,Churned,1,Service dissatisfaction
1,46,0,1,0,0,Irvine,92602,2762,1,1,57,1,1,7,1,One Year,68.6544,0.0,36.65,1,0,0,0,1,1,1,1,3,1,Churned,1,Network reliability
1,29,0,0,0,0,Foothill Ranch,92610,10936,0,0,4,1,1,52,1,One Year,110.975,0.0,43.45,0,1,1,1,3,1,1,1,3,2,Churned,1,Limited range of services
1,27,0,0,0,0,Costa Mesa,92626,48207,0,0,35,1,1,46,0,One Year,88.86,0.0,8.8,1,0,1,1,3,1,1,1,3,1,Churned,1,Extra data charges
0,50,0,0,0,0,Costa Mesa,92627,62069,0,0,4,1,1,30,1,Month-to-Month,70.2125,0.0,33.65,0,0,1,0,1,0,0,0,0,1,Churned,1,Competitor had better devices
1,39,0,1,0,0,Huntington Beach,92647,58764,1,1,58,1,1,24,1,Two Year,105.9405,0.0,27.99,1,1,1,0,3,1,1,1,3,1,Churned,1,Product dissatisfaction
1,21,0,0,0,0,Silverado,92676,1859,0,0,30,1,1,82,1,Month-to-Month,99.46,0.0,11.73,0,1,0,0,1,1,1,1,3,1,Churned,1,Service dissatisfaction
1,32,0,1,0,0,Rancho Santa Margarita,92688,42193,1,1,21,1,1,26,1,Month-to-Month,74.5571,0.0,5.07,0,1,0,0,1,0,0,0,0,3,Churned,1,Lack of self-service on Website
0,57,0,0,0,0,Ladera Ranch,92694,350,0,0,3,1,1,6,1,Month-to-Month,99.45,0.0,21.86,0,0,1,0,1,1,1,1,3,3,Churned,1,Network reliability
1,30,0,1,0,0,Santa Ana,92707,62634,1,1,21,1,0,69,0,One Year,55.0976,0.4762,0.0,1,0,1,0,2,1,1,1,3,1,Churned,1,Attitude of service provider
0,36,0,0,0,0,Tustin,92780,55062,0,0,1,1,1,28,1,Month-to-Month,45.75,0.0,24.24,0,0,0,0,0,0,0,0,0,1,Churned,1,Attitude of support person
0,41,0,0,0,0,Anaheim,92808,19629,0,0,11,1,1,29,1,Month-to-Month,74.1364,0.0,25.24,0,1,0,0,1,0,0,0,0,1,Churned,1,Attitude of support person
1,53,0,0,0,0,Brea,92821,34055,0,0,1,1,1,11,1,Month-to-Month,80.15,0.0,4.67,0,0,0,0,0,0,1,1,2,1,Churned,1,Attitude of support person
1,57,0,1,0,0,Fullerton,92831,34592,1,1,72,1,1,11,1,One Year,112.6361,0.0,31.13,0,1,1,1,3,1,1,1,3,1,Churned,1,Competitor had better devices
1,20,0,0,0,0,Orange,92869,37916,0,0,3,1,0,30,1,Month-to-Month,36.3167,0.0,0.0,0,0,0,0,0,1,0,0,1,1,Churned,1,Competitor had better devices
1,55,0,1,0,0,Placentia,92870,48170,1,1,1,1,1,30,1,Month-to-Month,78.8,0.0,28.04,0,0,0,0,0,1,0,0,1,3,Churned,1,Attitude of service provider
1,42,0,0,0,0,Corona,92882,60294,0,0,47,1,1,25,0,Month-to-Month,109.1053,0.0,35.97,0,1,1,0,2,1,1,1,3,1,Churned,1,Competitor had better devices
0,31,0,0,0,0,Corona,92883,13188,0,0,18,1,1,3,1,Month-to-Month,48.6,0.0,20.86,1,0,0,0,1,0,0,0,0,1,Churned,1,Deceased
0,63,0,1,0,0,Camarillo,93012,24945,1,1,20,1,1,10,1,Month-to-Month,88.8275,0.0,49.69,0,0,0,0,0,1,1,1,3,1,Churned,1,Moved
1,42,0,0,0,0,Carpinteria,93013,17409,0,0,6,1,1,5,1,Month-to-Month,89.4,0.0,43.8,0,0,0,0,0,1,1,1,3,2,Churned,1,Moved
0,64,0,0,0,0,Ojai,93023,21633,0,0,1,1,1,21,1,Month-to-Month,80.85,0.0,14.91,0,0,0,0,0,0,1,1,2,1,Churned,1,Competitor had better devices
1,41,0,1,0,0,Oxnard,93030,79736,1,1,48,1,1,30,1,One Year,83.9573,0.0,23.95,0,0,0,0,0,0,1,1,2,2,Churned,1,Competitor offered higher download speeds
0,41,0,1,0,0,Piru,93040,1459,1,1,3,0,1,0,0,Month-to-Month,17.05,0.0,37.61,0,0,0,0,0,0,0,0,0,1,Churned,1,Attitude of support person
1,41,0,0,0,0,Santa Barbara,93110,15757,0,0,1,1,1,10,1,Month-to-Month,78.65,0.0,46.09,0,0,0,0,0,0,1,1,2,1,Churned,1,Competitor had better devices
0,47,0,0,0,0,Alpaugh,93201,1054,0,0,1,1,1,11,1,Month-to-Month,42.9,0.0,4.02,0,0,0,0,0,0,0,0,0,1,Churned,1,Competitor had better devices
1,26,0,0,0,0,Avenal,93204,14697,0,0,3,1,0,52,1,Month-to-Month,46.45,0.0,0.0,1,0,0,1,2,0,0,0,0,1,Churned,1,Competitor offered higher download speeds
1,30,0,0,0,0,Bodfish,93205,1954,0,0,9,1,0,48,1,Month-to-Month,59.9833,0.0,0.0,1,0,1,1,3,1,1,1,3,1,Churned,1,Competitor offered higher download speeds
1,23,0,1,0,0,Frazier Park,93222,1526,1,1,6,1,1,58,1,Month-to-Month,90.8667,0.0,27.44,0,1,1,0,2,1,1,1,3,1,Churned,1,Competitor offered more data
0,32,0,1,0,0,Fellows,93224,626,1,1,16,1,1,30,1,Month-to-Month,80.2625,0.0,17.96,0,0,0,0,0,0,0,0,0,1,Churned,1,Don't know
1,61,0,0,0,0,Lemoore,93245,30419,0,0,25,0,1,0,0,Two Year,27.684,0.0,19.75,0,0,0,0,0,0,0,0,0,3,Churned,1,Competitor made better offer
1,31,0,0,0,0,Temecula,92592,46171,0,0,4,1,0,9,1,Month-to-Month,21.65,0.0,0.0,0,0,0,0,0,0,0,0,0,1,Churned,1,Competitor made better offer
0,33,0,0,0,0,Porterville,93257,65566,0,0,28,1,1,13,0,Month-to-Month,106.4107,2.8571,30.48,0,1,1,0,2,1,1,1,3,3,Churned,1,Service dissatisfaction
0,64,0,0,0,0,Sequoia National Park,93262,56,0,0,1,1,0,7,1,Month-to-Month,24.25,0.0,0.0,0,0,0,0,0,0,0,0,0,1,Churned,1,Lack of self-service on Website
1,48,0,0,0,0,Strathmore,93267,5689,0,0,11,1,1,4,1,Month-to-Month,76.1773,0.0,15.6,0,0,0,0,0,0,0,0,0,3,Churned,1,Network reliability
1,47,0,0,0,0,Temecula,92592,46171,0,0,4,1,1,4,1,Month-to-Month,90.55,0.0,7.39,0,1,0,1,2,0,1,1,2,2,Churned,1,Competitor made better offer
0,60,0,0,0,0,Wasco,93280,22760,0,0,28,1,1,5,1,Month-to-Month,73.8768,0.0,44.28,1,0,0,0,1,0,0,0,0,1,Churned,1,Long distance charges
0,21,0,0,0,0,Bakersfield,93306,53481,0,0,1,0,1,0,0,Month-to-Month,24.05,0.0,20.26,0,0,0,0,0,0,0,0,0,2,Churned,1,Price too high
1,36,0,0,0,0,San Luis Obispo,93401,27047,0,0,1,1,1,5,1,Month-to-Month,50.55,0.0,30.96,0,1,0,0,1,0,0,0,0,1,Churned,1,Product dissatisfaction
0,56,0,0,0,0,Buellton,93427,4644,0,0,14,1,1,27,1,Month-to-Month,101.1107,0.0,36.97,0,1,0,0,1,1,1,1,3,2,Churned,1,Service dissatisfaction
1,47,0,1,1,3,Casmalia,93429,210,0,0,1,0,1,0,0,Month-to-Month,20.5,0.0,34.57,0,0,0,0,0,0,0,0,0,1,Churned,1,Long distance charges
0,51,0,0,0,0,Guadalupe,93434,5726,0,0,4,1,1,29,1,Month-to-Month,80.475,0.0,7.26,0,0,1,0,1,0,0,0,0,1,Churned,1,Network reliability
1,44,0,1,0,0,Lompoc,93437,6165,1,1,20,1,0,10,1,Month-to-Month,24.14,0.0,0.0,0,0,0,0,0,0,0,0,0,3,Churned,1,Don't know
1,27,0,0,0,0,Templeton,93465,7918,0,0,14,1,1,52,1,Month-to-Month,65.2857,0.0,36.25,0,0,0,0,0,0,0,0,0,1,Churned,1,Don't know
1,56,0,0,0,0,Edwards,93523,7685,0,0,3,1,0,25,1,Month-to-Month,51.7833,0.0,0.0,0,1,0,0,1,1,1,1,3,1,Churned,1,Poor expertise of online support
1,64,0,1,0,0,Temecula,92592,46171,1,1,40,1,1,19,1,Month-to-Month,82.5762,0.0,2.03,0,0,1,1,2,0,0,0,0,2,Churned,1,Competitor made better offer
1,21,0,1,1,2,Johannesburg,93528,207,1,1,2,1,1,51,1,Month-to-Month,67.175,0.0,27.27,0,0,0,0,0,1,1,1,3,1,Churned,1,Competitor had better devices
1,53,0,0,0,0,Keene,93531,1436,0,0,1,1,1,3,1,Month-to-Month,70.5,0.0,41.39,0,0,0,0,0,0,0,0,0,2,Churned,1,Competitor offered higher download speeds
1,34,0,0,0,0,Lake Hughes,93532,2771,0,0,10,1,1,21,1,Month-to-Month,95.345,0.0,43.26,0,1,1,0,2,0,1,1,2,3,Churned,1,Competitor offered more data
0,21,0,0,0,0,Lancaster,93535,57794,0,0,1,0,1,0,0,Month-to-Month,19.75,0.0,29.33,0,0,0,0,0,0,0,0,0,3,Churned,1,Competitor made better offer
0,42,0,1,1,1,Palmdale,93550,67232,1,1,14,1,1,19,1,Month-to-Month,66.9714,0.0,45.6,1,1,0,0,2,1,0,0,1,1,Churned,1,Competitor had better devices
0,49,0,1,0,0,Temecula,92592,46171,1,1,22,1,1,17,1,One Year,70.1841,0.0,19.8,1,0,1,1,3,1,0,0,1,1,Churned,1,Don't know
1,25,0,0,0,0,Temecula,92592,46171,0,0,1,1,1,59,1,Month-to-Month,69.6,0.0,14.19,0,0,0,0,0,0,0,1,1,1,Churned,1,Competitor made better offer
0,61,0,1,0,0,Valyermo,93563,413,1,1,49,1,1,10,1,One Year,82.8439,0.0,39.55,1,0,1,1,3,1,1,1,3,2,Churned,1,Competitor offered higher download speeds
1,20,0,0,0,0,Ahwahnee,93601,1968,0,0,1,1,1,59,0,Month-to-Month,78.05,10.0,29.41,0,0,0,0,0,1,0,1,2,1,Churned,1,Competitor offered more data
0,63,0,0,0,0,Big Creek,93605,273,0,0,7,1,1,28,1,Month-to-Month,74.2857,0.0,38.07,0,0,0,0,0,0,0,0,0,1,Churned,1,Competitor offered more data
1,55,0,0,0,0,Biola,93606,807,0,0,9,1,1,12,1,Month-to-Month,78.5111,0.0,16.48,0,0,0,0,0,0,0,0,0,2,Churned,1,Competitor made better offer
0,38,0,0,0,0,Dinuba,93618,24206,0,0,1,0,1,0,0,Month-to-Month,20.2,0.0,45.49,0,0,0,0,0,0,0,0,0,1,Churned,1,Competitor made better offer
0,22,0,0,0,0,Kingsburg,93631,14088,0,0,2,1,0,73,1,Month-to-Month,28.175,0.0,0.0,0,0,0,0,0,0,0,1,1,1,Churned,1,Product dissatisfaction
0,23,0,0,0,0,Sanger,93657,28991,0,0,57,1,0,59,0,Month-to-Month,37.043,1.4035,0.0,0,1,0,0,1,1,0,1,2,1,Churned,1,Lack of self-service on Website
1,64,0,0,0,0,Shaver Lake,93664,642,0,0,1,0,1,0,0,Month-to-Month,20.25,0.0,10.71,0,0,0,0,0,0,0,0,0,2,Churned,1,Attitude of support person
1,30,0,0,0,0,South Dos Palos,93665,343,0,0,13,1,0,53,1,Month-to-Month,23.1385,0.0,0.0,0,0,0,0,0,0,0,0,0,3,Churned,1,Limited range of services
1,48,0,0,0,0,Squaw Valley,93675,3146,0,0,1,1,1,23,1,Month-to-Month,85.45,0.0,22.97,0,0,1,0,1,1,0,0,1,2,Churned,1,Lack of affordable download/upload speed
1,22,0,0,0,0,Fresno,93702,47999,0,0,63,1,1,59,1,One Year,97.4127,0.0,8.38,0,1,0,0,1,1,1,1,3,3,Churned,1,Long distance charges
0,64,0,0,0,0,Fresno,93705,35451,0,0,25,1,1,22,1,Month-to-Month,81.738,0.0,8.31,0,0,0,0,0,0,1,1,2,1,Churned,1,Extra data charges
0,48,0,1,0,0,San Dimas,91773,33878,1,1,35,1,1,12,1,Month-to-Month,73.6057,0.0,48.47,0,0,0,0,0,0,0,0,0,2,Churned,1,Price too high
0,44,0,1,0,0,Fresno,93722,60889,1,1,71,1,0,25,0,Two Year,49.5106,1.4085,0.0,0,1,0,0,1,1,1,1,3,1,Churned,1,Product dissatisfaction
0,49,0,0,0,0,Salinas,93901,35739,0,0,6,1,1,11,1,Month-to-Month,78.3,0.0,6.32,0,0,0,0,0,0,0,0,0,1,Churned,1,Service dissatisfaction
1,43,0,0,0,0,Marina,93933,21759,0,0,15,1,1,26,1,Month-to-Month,97.15,0.0,16.82,0,1,1,0,2,1,1,1,3,3,Churned,1,Lack of self-service on Website
0,59,0,0,0,0,Pacific Grove,93950,15449,0,0,9,0,1,0,0,Month-to-Month,20.6222,0.0,49.74,0,0,0,0,0,0,0,0,0,3,Churned,1,Attitude of support person
1,31,0,0,0,0,Seaside,93955,38244,0,0,37,1,0,10,1,Month-to-Month,26.3122,0.0,0.0,0,0,0,1,1,0,0,0,0,2,Churned,1,Don't know
1,60,0,1,0,0,Millbrae,94030,20350,1,5,11,1,1,19,1,Month-to-Month,111.0955,0.0,26.88,1,0,0,1,2,1,0,0,1,1,Churned,1,Competitor had better devices
0,21,0,1,0,0,Redwood City,94062,25569,1,1,55,1,1,76,1,One Year,104.4191,0.0,10.61,0,0,1,1,2,1,1,1,3,1,Churned,1,Competitor had better devices
1,41,0,0,0,0,San Francisco,94105,2066,0,0,1,1,1,22,1,Month-to-Month,90.6,0.0,31.68,0,0,0,0,0,1,1,1,3,1,Churned,1,Competitor offered higher download speeds
1,51,0,0,0,0,San Francisco,94107,17372,0,0,6,1,1,12,1,Month-to-Month,48.0083,0.0,21.91,0,0,0,1,1,0,0,0,0,2,Churned,1,Competitor offered higher download speeds
0,42,0,0,0,0,San Francisco,94108,13723,0,0,4,1,1,11,0,Month-to-Month,92.025,7.5,12.24,0,1,0,0,1,0,1,1,2,3,Churned,1,Competitor offered more data
1,61,0,1,0,0,San Francisco,94123,22920,1,1,3,1,1,29,1,Month-to-Month,85.5333,0.0,44.34,0,0,0,0,0,0,0,0,0,2,Churned,1,Competitor offered more data
0,39,0,1,0,0,San Francisco,94127,20643,1,1,1,1,1,11,1,Month-to-Month,68.5,0.0,30.62,0,0,0,0,0,0,0,0,0,3,Churned,1,Competitor offered more data
0,30,0,0,0,0,San Francisco,94130,1458,0,0,11,1,1,30,1,Month-to-Month,71.9773,0.0,38.88,1,0,0,0,1,0,0,0,0,1,Churned,1,Competitor made better offer
1,29,0,0,0,0,San Francisco,94132,26297,0,0,1,1,1,46,1,Month-to-Month,69.95,0.0,13.04,0,0,0,0,0,0,0,0,0,3,Churned,1,Competitor made better offer
0,52,0,0,0,0,Palo Alto,94304,1723,0,0,5,1,1,26,1,Month-to-Month,69.28,0.0,14.26,0,0,1,0,1,1,1,1,3,1,Churned,1,Price too high
0,59,0,0,0,0,San Mateo,94401,32488,0,0,8,1,1,14,1,Month-to-Month,96.7062,0.0,23.89,0,1,1,0,2,1,0,0,1,1,Churned,1,Product dissatisfaction
1,21,0,1,1,3,San Mateo,94402,23393,1,1,22,1,1,30,0,Month-to-Month,64.6386,3.6364,42.98,1,1,1,0,3,0,0,0,0,1,Churned,1,Service dissatisfaction
0,37,0,1,0,0,Byron,94514,10153,0,0,29,1,1,12,1,Month-to-Month,85.0724,0.0,28.37,1,1,0,0,2,0,0,0,0,1,Churned,1,Lack of self-service on Website
0,20,0,1,0,0,Calistoga,94515,7384,1,1,13,1,1,82,1,One Year,76.1115,0.0,41.22,0,0,1,0,1,1,1,1,3,3,Churned,1,Network reliability
1,38,0,0,0,0,Concord,94520,36186,0,0,3,0,1,0,0,Month-to-Month,19.9167,0.0,13.28,0,0,0,0,0,0,0,0,0,3,Churned,1,Attitude of support person
0,63,0,0,0,0,Travis Afb,94535,9978,0,0,62,1,1,21,0,One Year,105.3105,1.7742,8.08,1,1,0,1,3,0,1,1,2,1,Churned,1,Price too high
0,62,0,1,0,0,Fremont,94539,46917,1,1,17,1,1,9,1,Month-to-Month,85.5382,0.0,12.06,1,1,1,0,3,0,0,0,0,1,Churned,1,Product dissatisfaction
0,19,0,1,0,0,Hayward,94544,72993,1,1,56,0,1,0,0,Two Year,23.6991,0.0,13.2,0,0,0,0,0,0,0,0,0,3,Churned,1,Service dissatisfaction
1,58,0,0,0,0,Hayward,94545,27311,0,0,31,1,1,12,1,Month-to-Month,77.5532,0.0,16.63,0,0,0,1,1,0,0,0,0,1,Churned,1,Lack of self-service on Website
1,26,0,0,0,0,Lafayette,94549,23996,0,0,2,1,1,26,1,Month-to-Month,57.35,0.0,21.28,0,1,0,0,1,0,0,0,0,1,Churned,1,Network reliability
0,53,0,0,0,0,Pittsburg,94565,78816,0,0,3,1,1,21,1,Month-to-Month,85.6833,0.0,43.72,0,0,1,0,1,0,1,1,2,1,Churned,1,Attitude of service provider
1,42,0,1,1,2,Pope Valley,94567,494,1,1,1,1,0,12,0,Month-to-Month,40.1,10.0,0.0,0,0,0,1,1,1,0,0,1,1,Churned,1,Attitude of support person
1,57,0,0,0,0,Rio Vista,94571,5246,0,0,14,1,1,29,1,Month-to-Month,80.65,0.0,10.3,0,0,0,0,0,1,1,1,3,1,Churned,1,Attitude of support person
1,28,0,1,1,2,Deer Park,94576,223,1,1,35,1,1,82,1,Month-to-Month,73.3871,0.0,25.27,1,0,1,1,3,1,0,0,1,1,Churned,1,Don't know
1,36,0,0,0,0,Walnut Creek,94596,40917,0,0,7,1,0,19,1,Month-to-Month,41.9,0.0,0.0,0,1,0,0,1,0,1,1,2,2,Churned,1,Attitude of service provider
1,58,0,0,0,0,Oakland,94602,28900,0,0,1,1,1,15,0,Month-to-Month,79.55,10.0,32.13,0,0,0,0,0,1,0,0,1,2,Churned,1,Competitor made better offer
1,44,0,0,0,0,Oakland,94611,36517,0,0,32,1,1,14,1,One Year,86.9328,0.0,40.26,0,0,0,0,0,1,0,0,1,2,Churned,1,Moved
0,44,0,0,0,0,Oakland,94619,24518,0,0,1,1,1,3,1,Month-to-Month,89.1,0.0,16.06,0,0,0,0,0,1,1,1,3,2,Churned,1,Moved
1,57,0,1,0,0,Berkeley,94703,19763,1,1,17,1,1,12,1,Month-to-Month,94.5412,0.0,25.79,1,0,1,0,2,1,0,0,1,1,Churned,1,Moved
0,59,0,0,0,0,Berkeley,94704,21205,0,0,19,1,1,25,1,Month-to-Month,78.4711,0.0,20.26,0,1,1,0,2,0,0,0,0,1,Churned,1,Competitor had better devices
1,35,0,0,0,0,Bolinas,94924,1573,0,0,1,0,1,0,0,Month-to-Month,19.1,0.0,34.79,0,0,0,0,0,0,0,0,0,2,Churned,1,Competitor made better offer
1,26,0,0,0,0,Cotati,94931,7936,0,0,1,1,1,30,1,Month-to-Month,74.9,0.0,35.25,0,0,1,0,1,0,0,0,0,1,Churned,1,Competitor had better devices
0,36,0,0,0,0,San Anselmo,94960,16849,0,0,3,1,0,18,1,Month-to-Month,22.3167,0.0,0.0,0,0,0,0,0,0,0,0,0,2,Churned,1,Competitor offered higher download speeds
1,25,0,1,0,0,Capitola,95010,9673,1,1,2,1,1,26,1,Month-to-Month,82.5,0.0,28.86,0,1,1,0,2,0,0,0,0,1,Churned,1,Competitor had better devices
0,28,0,1,0,0,Cupertino,95014,54431,1,1,55,1,1,48,0,Two Year,55.3891,1.0909,8.8,1,1,0,1,3,0,0,0,0,1,Churned,1,Competitor offered more data
1,50,0,1,0,0,Los Gatos,95032,24443,1,3,21,1,1,29,1,Month-to-Month,86.1286,0.0,42.22,0,0,0,0,0,0,1,1,2,3,Churned,1,Competitor offered more data
1,42,0,1,0,0,Milpitas,95035,62848,1,1,69,1,1,27,1,Month-to-Month,107.9261,0.0,37.2,0,1,1,0,2,1,1,1,3,2,Churned,1,Competitor made better offer
0,27,0,0,0,0,Santa Clara,95050,36349,0,0,39,1,0,48,1,Month-to-Month,48.2269,0.0,0.0,1,1,0,1,3,1,0,0,1,1,Churned,1,Price too high
0,47,0,1,0,0,Santa Cruz,95060,43192,1,1,6,1,1,6,1,Month-to-Month,79.5917,0.0,26.91,0,1,0,0,1,0,1,1,2,1,Churned,1,Product dissatisfaction
0,42,0,0,0,0,San Jose,95116,51706,0,0,1,1,1,8,0,Month-to-Month,70.45,10.0,42.87,0,0,0,0,0,0,0,0,0,1,Churned,1,Competitor had better devices
0,31,0,1,0,0,San Jose,95117,29914,1,1,58,1,1,21,1,One Year,61.4448,0.0,17.22,1,1,1,0,3,0,0,0,0,2,Churned,1,Network reliability
0,56,0,0,1,3,San Jose,95123,59632,0,0,1,1,0,57,1,Month-to-Month,24.75,0.0,0.0,0,0,0,0,0,0,0,0,0,1,Churned,1,Competitor had better devices
0,34,0,1,0,0,San Jose,95127,60620,1,1,19,1,1,22,1,Month-to-Month,105.9316,0.0,28.04,0,0,1,1,2,1,1,1,3,3,Churned,1,Lack of affordable download/upload speed
0,39,0,0,0,0,Stockton,95202,7071,0,0,3,1,1,7,1,Month-to-Month,80.6833,0.0,31.88,0,0,0,0,0,1,0,0,1,2,Churned,1,Long distance charges
1,24,0,0,0,0,Stockton,95204,30476,0,0,3,0,1,0,0,Month-to-Month,21.25,0.0,25.75,0,0,0,0,0,0,0,0,0,1,Churned,1,Long distance charges
0,29,0,0,0,0,Stockton,95212,6951,0,0,15,1,1,59,1,Month-to-Month,62.6467,0.0,14.79,0,1,0,1,2,0,0,0,0,2,Churned,1,Service dissatisfaction
0,35,0,1,0,0,Acampo,95220,6317,1,1,10,1,1,18,1,Month-to-Month,103.775,0.0,1.09,0,0,1,0,1,1,1,1,3,2,Churned,1,Lack of self-service on Website
1,39,0,0,0,0,Arnold,95223,5159,0,0,1,1,1,17,1,Month-to-Month,50.45,0.0,23.7,0,0,1,0,1,0,0,0,0,3,Churned,1,Network reliability
0,25,0,1,0,0,Campo Seco,95226,75,1,1,38,1,1,30,1,Month-to-Month,95.3763,0.0,49.7,0,1,1,0,2,1,0,0,1,2,Churned,1,Don't know
1,45,0,0,0,0,Clements,95227,722,0,0,1,1,1,17,1,Month-to-Month,100.25,0.0,20.23,0,1,0,0,1,1,1,1,3,1,Churned,1,Don't know
1,44,0,0,0,0,French Camp,95231,5094,0,0,16,1,1,5,0,Month-to-Month,88.8812,8.75,17.8,0,0,1,0,1,0,1,1,2,2,Churned,1,Don't know
0,51,0,0,0,0,Glencoe,95232,21,0,0,1,1,1,19,1,Month-to-Month,69.85,0.0,12.13,0,0,0,0,0,0,0,0,0,1,Churned,1,Competitor had better devices
0,44,0,0,0,0,Hathaway Pines,95233,335,0,0,12,1,1,3,1,Month-to-Month,71.55,0.0,18.38,1,0,1,0,2,0,0,0,0,1,Churned,1,Poor expertise of phone support
0,27,0,0,0,0,Lockeford,95237,3205,0,0,4,1,1,46,1,Month-to-Month,81.075,0.0,43.06,0,0,0,0,0,0,1,1,2,1,Churned,1,Competitor had better devices
